"playerid","birthyear","birthcountry","deathyear","namefirst","namelast","weight","height","bats","throws"
"sprowbo01",1956,"USA",NULL,"Bobby","Sprowl",190,74,"L","L"
"spruize01",1989,"USA",NULL,"Zeke","Spruill",200,77,"B","R"
"spurgfr01",1901,"USA",1970,"Freddy","Spurgeon",160,71,"R","R"
"spurgja01",1976,"USA",NULL,"Jay","Spurgeon",211,78,"R","R"
"spurlch01",1977,"USA",NULL,"Chris","Spurling",240,78,"R","R"
"spurned01",1872,"USA",1932,"Ed","Spurney",173,68,NULL,NULL
"squirmi01",1952,"USA",NULL,"Mike","Squires",185,71,"L","L"
"stablge01",1957,"USA",NULL,"George","Stablein",185,76,"R","R"
"stacked01",1887,"USA",1958,"Eddie","Stack",175,72,"R","R"
"staehma01",1942,"USA",NULL,"Marv","Staehle",165,70,"L","R"
"staffbi01",1938,"USA",2001,"Bill","Stafford",188,73,"R","R"
"staffbo01",NULL,NULL,NULL,NULL,"Stafford",NULL,NULL,NULL,NULL
"staffge01",1868,"USA",1923,"General","Stafford",165,68,"R","R"
"staffhe01",1891,"USA",1972,"Heinie","Stafford",160,67,"R","R"
"staffjo01",1870,"USA",1940,"John","Stafford",170,70,"R","R"
"staggst01",1951,"USA",NULL,"Steve","Staggs",150,69,"R","R"
"stahlch01",1873,"USA",1907,"Chick","Stahl",160,70,"L","L"
"stahlja01",1879,"USA",1922,"Jake","Stahl",195,74,"R","R"
"stahlla01",1941,"USA",NULL,"Larry","Stahl",175,72,"L","L"
"stahosc01",1970,"USA",NULL,"Scott","Stahoviak",210,77,"L","R"
"staigro01",1950,"USA",NULL,"Roy","Staiger",195,72,"R","R"
"staintu01",1911,"USA",1992,"Tuck","Stainback",175,71,"R","R"
"stairma01",1968,"CAN",NULL,"Matt","Stairs",200,69,"L","R"
"stalega01",1899,"USA",1989,"Gale","Staley",167,68,"L","R"
"stalege01",1920,"USA",2008,"Gerry","Staley",195,72,"R","R"
"staleha01",1866,"USA",1910,"Harry","Staley",175,70,"R","R"
"stallge01",1867,"USA",1929,"George","Stallings",187,73,"R","R"
"stallge02",1916,"USA",1992,"George","Staller",190,71,"L","L"
"stallja01",1989,"USA",NULL,"Jacob","Stallings",220,77,"R","R"
"stalltr01",1937,"USA",2017,"Tracy","Stallard",204,77,"R","R"
"stallvi01",1922,"USA",1989,"Virgil","Stallcup",185,75,"R","R"
"stammcr01",1984,"USA",NULL,"Craig","Stammen",230,76,"R","R"
"stanaos01",1883,"USA",1964,"Oscar","Stanage",190,71,"R","R"
"stancch01",1916,"USA",1969,"Charley","Stanceu",190,74,"R","R"
"standja01",1978,"USA",NULL,"Jason","Standridge",240,75,"R","R"
"standje01",1901,"USA",1964,"Jerry","Standaert",168,70,"R","R"
"standpe01",1892,"USA",1963,"Pete","Standridge",165,70,"R","R"
"staneal01",1943,"USA",NULL,"Al","Stanek",190,71,"L","L"
"stanery01",1991,"USA",NULL,"Ryne","Stanek",215,76,"R","R"
"stanfja01",1977,"USA",NULL,"Jason","Stanford",200,74,"L","L"
"stanfke01",1955,"USA",NULL,"Kevin","Stanfield",190,72,"L","L"
"stangda01",1985,"USA",NULL,"Daniel","Stange",235,75,"R","R"
"stangle01",1936,"USA",NULL,"Lee","Stange",170,70,"R","R"
"stanhdo01",1951,"USA",NULL,"Don","Stanhouse",185,74,"R","R"
"stanipe01",1963,"USA",NULL,"Pete","Stanicek",175,71,"B","R"
"staniro01",1972,"USA",NULL,"Rob","Stanifer",205,75,"R","R"
"stanist01",1961,"USA",NULL,"Steve","Stanicek",190,72,"R","R"
"stankan01",1964,"USA",NULL,"Andy","Stankiewicz",165,69,"R","R"
"stanked01",1915,"USA",1999,"Eddie","Stanky",170,68,"R","R"
"stankjo01",1931,"USA",NULL,"Joe","Stanka",201,78,"R","R"
"stankto01",1882,"USA",1958,"Tom","Stankard",190,72,"R","R"
"stanlbo01",1954,"USA",NULL,"Bob","Stanley",210,76,"R","R"
"stanlbu01",1889,"USA",1940,"Buck","Stanley",160,70,"L","L"
"stanlco01",1988,"USA",NULL,"Cody","Stanley",190,70,"L","R"
"stanlfr01",1947,"USA",NULL,"Fred","Stanley",165,70,"R","R"
"stanlji01",1887,"USA",1947,"Jim","Stanley",148,66,"B","R"
"stanljo01",NULL,"USA",NULL,"Joe","Stanley",NULL,NULL,NULL,NULL
"stanljo02",1881,"USA",1967,"Joe","Stanley",150,69,"B","R"
"stanlmi01",1942,"USA",NULL,"Mickey","Stanley",185,73,"R","R"
"stanlmi02",1963,"USA",NULL,"Mike","Stanley",185,73,"R","R"
"stanscr01",1982,"Saudi Arabia",NULL,"Craig","Stansberry",185,72,"R","R"
"stansja01",1885,"USA",1970,"Jack","Stansbury",165,69,"R","R"
"stantbu01",1906,"USA",1992,"Buck","Stanton",150,70,"L","L"
"stantha01",1869,"USA",1927,"Henry","Stein",NULL,NULL,NULL,"L"
"stantle01",1946,"USA",NULL,"Leroy","Stanton",195,73,"R","R"
"stantmi01",1952,"USA",NULL,"Mike","Stanton",205,74,"B","R"
"stantmi02",1967,"USA",NULL,"Mike","Stanton",190,73,"L","L"
"stantmi03",1989,"USA",NULL,"Giancarlo","Stanton",245,78,"R","R"
"stantto01",1874,"USA",1957,"Tom","Stanton",175,70,"B","R"
"staplda01",1954,"USA",NULL,"Dave","Stapleton",178,73,"R","R"
"staplda02",1961,"USA",NULL,"Dave","Stapleton",185,73,"L","L"
"stapljo01",NULL,"USA",1923,"Joe","Stabell",NULL,71,NULL,NULL
"stargwi01",1940,"USA",2001,"Willie","Stargell",188,74,"L","L"
"starkco01",1880,"USA",1933,"Con","Starkel",200,72,"R","R"
"starkde01",1974,"USA",NULL,"Denny","Stark",210,74,"R","R"
"starkdo01",1885,"USA",1924,"Dolly","Stark",160,69,"R","R"
"starkma01",1965,"USA",NULL,"Matt","Stark",225,76,"R","R"
"starnge01",1873,"USA",1946,"George","Starnagle",175,71,"R","R"
"starrbi01",1911,"USA",1991,"Chick","Starr",175,73,"R","R"
"starrch01",1878,"USA",1937,"Charlie","Starr",165,70,"L","R"
"starrdi01",1921,"USA",2017,"Dick","Starr",190,75,"R","R"
"starrhe01",1936,"USA",2017,"Herm","Starrette",175,72,"R","R"
"starrra01",1906,"USA",1963,"Ray","Starr",178,73,"R","R"
"startjo01",1842,"USA",1927,"Joe","Start",165,69,"L","L"
"stassbr01",1989,"USA",NULL,"Brock","Stassi",190,74,"L","L"
"stassma01",1991,"USA",NULL,"Max","Stassi",200,70,"R","R"
"statoda01",1968,"USA",NULL,"Dave","Staton",215,77,"R","R"
"statojo01",1948,"USA",NULL,"Joe","Staton",175,75,"L","L"
"statzji01",1897,"USA",1988,"Jigger","Statz",150,67,"R","R"
"staubru01",1944,"USA",NULL,"Rusty","Staub",190,74,"L","R"
"staufed01",1898,"USA",1979,"Ed","Stauffer",185,71,"R","R"
"staufti01",1982,"USA",NULL,"Tim","Stauffer",215,73,"R","R"
"stavini01",1982,"USA",NULL,"Nick","Stavinoha",240,74,"R","R"
"stclaeb01",1921,"USA",1982,"Ebba","St. Claire",219,73,"B","R"
"stclara01",1960,"USA",NULL,"Randy","St. Claire",180,75,"R","R"
"stearbi01",1853,"USA",1898,"Bill","Stearns",NULL,NULL,NULL,"R"
"stearec01",1861,"USA",1944,"Dan","Stearns",185,73,"L","R"
"stearjo01",1951,"USA",NULL,"John","Stearns",185,72,"R","R"
"steartu99",1901,"USA",1979,"Turkey","Stearnes",175,71,"L","L"
"stechch01",1869,"USA",1926,"William","Stecher",NULL,NULL,NULL,"R"
"stechge01",1973,"USA",NULL,"Gene","Stechschulte",210,77,"R","R"
"steckdr01",1991,"USA",NULL,"Drew","Steckenrider",215,77,"R","R"
"stedrjo01",1850,"Czech Republic",1924,"John","Stedronsky",NULL,NULL,NULL,NULL
"steelbi01",1886,"USA",1949,"Bill","Steele",200,71,"R","R"
"steelbo01",1894,"CAN",1962,"Bob","Steele",175,70,"B","L"
"steelel01",1886,"USA",1966,"Elmer","Steele",200,71,"B","R"
"steelfa01",1875,"USA",1944,"Farmer","Steelman",NULL,71,NULL,"R"
"steelji01",1961,"USA",NULL,"Jim","Steels",185,70,"L","L"
"steenbi01",1887,"USA",1979,"Bill","Steen",180,72,"R","R"
"steenke01",1970,"USA",NULL,"Kennie","Steenstra",220,77,"R","R"
"steenmi01",1898,"USA",1977,"Milt","Steengrafe",170,72,"R","R"
"steerge01",1872,"USA",1942,"Gene","Steere",NULL,NULL,NULL,NULL
"steevmo01",1940,"USA",NULL,"Morrie","Steevens",175,74,"L","L"
"stefejo01",1959,"USA",NULL,"John","Stefero",185,68,"L","R"
"stegmda01",1954,"USA",NULL,"Dave","Stegman",190,71,"R","R"
"steinbe01",1921,"USA",1988,"Ben","Steiner",165,71,"L","R"
"steinbi01",1907,"USA",1986,"Bill","Steinecke",175,68,"R","R"
"steinbi02",1947,"USA",NULL,"Bill","Stein",170,70,"R","R"
"steinbl01",1973,"USA",NULL,"Blake","Stein",210,79,"R","R"
"steined01",1869,"USA",1928,"Ed","Stein",170,71,"R","R"
"steinge01",1892,"USA",1970,"Gene","Steinbrenner",155,68,"R","R"
"steinha01",1877,"USA",1914,"Harry","Steinfeldt",180,69,"R","R"
"steinha02",1913,"USA",1977,"Hank","Steinbacher",180,71,"L","R"
"steinir01",1911,"USA",1981,"Irv","Stein",170,74,"R","R"
"steinju01",1911,"USA",1992,"Justin","Stein",180,71,"R","R"
"steinra01",1894,"USA",1982,"Ray","Steineder",160,72,"R","R"
"steinra02",1953,"USA",2011,"Randy","Stein",210,76,"R","R"
"steinre01",1915,"USA",2001,"Red","Steiner",185,72,"L","R"
"steinte01",1962,"USA",NULL,"Terry","Steinbach",195,73,"R","R"
"steirri01",1956,"USA",NULL,"Rick","Steirer",200,76,"R","R"
"stellbi01",1865,"USA",1936,"Bill","Stellberger",170,67,"L","L"
"stellbi02",1894,"USA",1974,"Bill","Stellbauer",175,70,"R","R"
"stelmri01",1948,"USA",2017,"Rick","Stelmaszek",195,73,"L","R"
"stembje01",1958,"USA",NULL,"Jeff","Stember",220,77,"R","R"
"stemfr01",1885,"USA",1964,"Fred","Stem",160,74,"L","R"
"stemlst01",1977,"USA",NULL,"Steve","Stemle",200,76,"R","R"
"stemmbi01",1865,"USA",1945,"Bill","Stemmyer",190,74,"R","R"
"stengca01",1890,"USA",1975,"Casey","Stengel",175,71,"L","L"
"stenhda01",1933,"USA",NULL,"Dave","Stenhouse",195,72,"R","R"
"stenhmi01",1958,"USA",NULL,"Mike","Stenhouse",195,73,"L","R"
"stennre01",1951,"Panama",NULL,"Rennie","Stennett",160,71,"R","R"
"stensde01",1978,"USA",2003,"Dernell","Stenson",230,73,"L","L"
"stenzja01",1867,"USA",1919,"Jake","Stenzel",168,70,"R","R"
"stephbe01",1867,"USA",1896,"Ben","Stephens",170,70,NULL,"R"
"stephbo01",1928,"USA",NULL,"Bob","Stephenson",165,72,"R","R"
"stephbr01",1920,"USA",1991,"Bryan","Stephens",175,76,"R","R"
"stephbu01",1944,"USA",NULL,"Buzz","Stephen",205,76,"R","R"
"stephcl01",1863,"USA",1947,"Clarence","Stephens",NULL,NULL,NULL,"R"
"stephdu01",1869,"USA",1924,"Dummy","Stephenson",180,71,"R","R"
"stephea01",1947,"USA",NULL,"Earl","Stephenson",175,75,"L","L"
"stephga01",1972,"USA",NULL,"Garrett","Stephenson",195,76,"R","R"
"stephge01",1933,"USA",NULL,"Gene","Stephens",175,75,"L","R"
"stephja01",1994,"USA",NULL,"Jackson","Stephens",220,74,"R","R"
"stephje01",1943,"USA",2010,"Jerry","Stephenson",185,74,"L","R"
"stephji01",1883,"USA",1965,"Jim","Stephens",157,66,"R","R"
"stephjo01",1921,"USA",2001,"Joe","Stephenson",185,74,"R","R"
"stephjo02",1941,"USA",NULL,"John","Stephenson",180,71,"L","R"
"stephjo03",1979,"Australia",NULL,"John","Stephens",200,73,"R","R"
"stephph01",1960,"USA",NULL,"Phil","Stephenson",195,73,"L","L"
"stephra01",1962,"USA",NULL,"Ray","Stephens",190,72,"R","R"
"stephri01",1898,"USA",1985,"Riggs","Stephenson",185,70,"R","R"
"stephro01",1993,"USA",NULL,"Robert","Stephenson",215,75,"R","R"
"stephve01",1920,"USA",1968,"Vern","Stephens",185,70,"R","R"
"stephwa01",1911,"USA",1993,"Walter","Stephenson",180,72,"R","R"
"sterljo01",NULL,NULL,NULL,NULL,"Sterling",NULL,NULL,NULL,NULL
"sterlra01",1951,"USA",NULL,"Randy","Sterling",195,74,"B","R"
"sternad01",1980,"CAN",NULL,"Adam","Stern",190,71,"L","R"
"sterrdu01",1889,"USA",1965,"Dutch","Sterrett",165,71,"R","R"
"stettmi01",1981,"USA",NULL,"Mitch","Stetter",215,77,"L","L"
"stevean01",1994,"USA",NULL,"Andrew","Stevenson",185,72,"L","L"
"stevebo01",1907,"USA",2005,"Bobby","Stevens",149,68,"L","R"
"stevech01",1918,"USA",NULL,"Chuck","Stevens",180,73,"B","L"
"steveda01",1970,"USA",NULL,"Dave","Stevens",210,75,"R","R"
"steveed01",1925,"USA",2012,"Ed","Stevens",190,73,"L","L"
"steveje01",1983,"USA",NULL,"Jeff","Stevens",205,74,"R","R"
"steveji01",1889,"USA",1966,"Jim","Stevens",180,71,"R","R"
"stevele01",1967,"USA",NULL,"Lee","Stevens",205,76,"L","L"
"steverc01",1934,"USA",2010,"R C","Stevens",219,77,"R","L"
"stevero01",1855,"USA",1900,"Robert","Stevens",NULL,NULL,NULL,NULL
"steveto01",1971,"USA",NULL,"Todd","Steverson",194,74,"R","R"
"stewaac01",1869,"USA",1912,"Ace","Stewart",176,70,"R","R"
"stewaan01",1970,"CAN",NULL,"Andy","Stewart",205,71,"R","R"
"stewabi01",1928,"USA",2013,"Bill","Stewart",200,71,"R","R"
"stewabr01",1991,"USA",NULL,"Brock","Stewart",210,75,"L","R"
"stewabu01",1916,"USA",2000,"Bud","Stewart",160,71,"L","R"
"stewabu02",1931,"USA",2007,"Bunky","Stewart",154,72,"L","L"
"stewach01",1982,"USA",NULL,"Chris","Stewart",200,76,"R","R"
"stewada01",1957,"USA",NULL,"Dave","Stewart",200,74,"R","R"
"stewafr01",1906,"USA",2001,"Frank","Stewart",180,73,"R","R"
"stewagl01",1912,"USA",1997,"Glen","Stewart",175,72,"R","R"
"stewaia01",1985,"USA",NULL,"Ian","Stewart",225,75,"L","R"
"stewaji01",1939,"USA",2012,"Jimmy","Stewart",165,72,"B","R"
"stewajo01",1879,"USA",1913,"Joe","Stewart",175,71,NULL,"R"
"stewajo02",1978,"USA",NULL,"Josh","Stewart",200,75,"L","L"
"stewale01",1900,"USA",1974,"Lefty","Stewart",160,70,"R","L"
"stewama01",1889,"USA",1932,"Mark","Stewart",180,73,"L","R"
"stewama02",1914,"USA",1960,"Mack","Stewart",167,72,"R","R"
"stewane01",1918,"USA",1990,"Neb","Stewart",195,73,"R","R"
"stewasa01",1954,"USA",NULL,"Sammy","Stewart",200,75,"R","R"
"stewasc01",1975,"USA",NULL,"Scott","Stewart",225,74,"R","L"
"stewash01",1974,"USA",NULL,"Shannon","Stewart",175,72,"R","R"
"stewast01",1894,"USA",1980,"Stuffy","Stewart",160,69,"R","R"
"stewatu01",1890,"USA",1926,"Tuffy","Stewart",167,70,"L","L"
"stewaza01",1986,"USA",NULL,"Zach","Stewart",205,74,"R","R"
"stidhph01",1968,"USA",NULL,"Phil","Stidham",180,72,"R","R"
"stiebda01",1957,"USA",NULL,"Dave","Stieb",185,72,"R","R"
"stielfr01",1901,"USA",1981,"Fred","Stiely",170,68,"L","L"
"stigmdi01",1936,"USA",NULL,"Dick","Stigman",200,75,"R","L"
"stilero01",1906,"USA",2007,"Rollie","Stiles",180,73,"R","R"
"stillku01",1965,"USA",NULL,"Kurt","Stillwell",165,71,"B","R"
"stillro01",1939,"USA",2016,"Ron","Stillwell",165,71,"R","R"
"stillro02",1951,"USA",NULL,"Royle","Stillman",180,71,"L","L"
"stimacr01",1954,"USA",2009,"Craig","Stimac",185,74,"R","R"
"stimmar01",1873,"USA",1958,"Archie","Stimmel",175,72,"R","R"
"stimsca01",1894,"USA",1936,"Carl","Stimson",190,77,"B","R"
"stineha01",NULL,NULL,NULL,"William","Stein",NULL,NULL,NULL,"L"
"stinele01",1913,"USA",2005,"Lee","Stine",185,71,"R","R"
"stinnke01",1970,"USA",NULL,"Kelly","Stinnett",195,71,"R","R"
"stinsbo01",1945,"USA",NULL,"Bob","Stinson",180,71,"B","R"
"stinsjo01",1988,"USA",NULL,"Josh","Stinson",210,76,"R","R"
"stirega01",1849,"USA",1933,"Gat","Stires",180,68,"L","R"
"stirnsn01",1918,"USA",1958,"Snuffy","Stirnweiss",175,68,"R","R"
"stitema01",1990,"USA",NULL,"Matt","Stites",205,71,"L","R"
"stiveja01",1868,"USA",1930,"Jack","Stivetts",185,74,"R","R"
"stobbch01",1929,"USA",2008,"Chuck","Stobbs",185,73,"L","L"
"stockke01",1970,"USA",NULL,"Kevin","Stocker",178,72,"B","R"
"stockle01",1859,"USA",1905,"Len","Stockwell",165,71,"R","R"
"stockme01",1980,"USA",NULL,"Mel","Stocker",156,69,"L","R"
"stockmi01",1893,"USA",1977,"Milt","Stock",154,68,"R","R"
"stockot01",1871,"USA",1933,"Otis","Stocksdale",180,70,"L","R"
"sutclsy01",1862,"USA",1893,"Sy","Sutcliffe",170,74,"L","L"
"stockph01",1980,"United Kingdom",NULL,"Phil","Stockman",240,80,"R","R"
"stockwe01",1934,"USA",NULL,"Wes","Stock",188,74,"R","R"
"stodd01",NULL,NULL,NULL,NULL,"Stoddard",NULL,NULL,NULL,NULL
"stoddbo01",1957,"USA",NULL,"Bob","Stoddard",190,73,"R","R"
"stoddti01",1953,"USA",NULL,"Tim","Stoddard",230,79,"R","R"
"stokeal01",1900,"USA",1986,"Al","Stokes",175,69,"R","R"
"stokear01",1896,"USA",1962,"Art","Stokes",155,70,"R","R"
"stokebr01",1979,"USA",NULL,"Brian","Stokes",210,73,"R","R"
"stonear01",1892,"USA",1948,"Arnie","Stone",180,72,"R","L"
"stonebi01",1944,"USA",NULL,"Bill","Stoneman",170,70,"R","R"
"stonede01",1930,"USA",NULL,"Dean","Stone",205,76,"L","L"
"stonedi01",1911,"USA",1980,"Dick","Stone",153,69,"L","L"
"stonedw01",1886,"USA",1976,"Dwight","Stone",170,73,"R","R"
"stonege01",1876,"USA",1945,"George","Stone",175,69,"L","L"
"stonege02",1946,"USA",NULL,"George","Stone",205,75,"L","L"
"stonege03",1944,"USA",2009,"Gene","Stone",190,71,"L","L"
"stoneje01",1960,"USA",NULL,"Jeff","Stone",175,72,"L","R"
"stonejo01",1905,"USA",1955,"John","Stone",178,73,"L","R"
"stonejo02",1908,"USA",2004,"John","Stoneham",168,69,"L","R"
"stoneli01",1899,"USA",1966,"Lil","Stoner",180,69,"R","R"
"stoneri01",1975,"USA",NULL,"Ricky","Stone",170,73,"R","R"
"stonero01",1918,"USA",1986,"Rocky","Stone",200,72,"R","R"
"stonero02",1942,"USA",NULL,"Ron","Stone",185,74,"L","L"
"stonest01",1947,"USA",NULL,"Steve","Stone",175,70,"R","R"
"stoneti01",1901,"USA",1960,"Tige","Stone",145,68,"R","R"
"stoneto01",1984,"Germany",NULL,"Tobi","Stoner",215,74,"B","R"
"stoopji01",1972,"USA",NULL,"Jim","Stoops",180,74,"R","R"
"storedr01",1987,"USA",NULL,"Drew","Storen",195,73,"B","R"
"storemi01",1986,"USA",NULL,"Mickey","Storey",185,73,"R","R"
"storiho01",1911,"USA",1968,"Howie","Storie",175,70,"R","R"
"storkal01",1884,"USA",1910,"Alan","Storke",NULL,73,"R","R"
"stortli01",1906,"USA",1982,"Lin","Storti",165,71,"B","R"
"storytr01",1992,"USA",NULL,"Trevor","Story",210,73,"R","R"
"stottme01",1941,"USA",NULL,"Mel","Stottlemyre",178,73,"R","R"
"stottme02",1963,"USA",NULL,"Mel","Stottlemyre",190,72,"R","R"
"stottto01",1965,"USA",NULL,"Todd","Stottlemyre",195,75,"L","R"
"stoucto01",1869,"USA",1956,"Tom","Stouch",165,74,"R","R"
"stoutal01",1904,"USA",1974,"Allyn","Stout",167,70,"R","R"
"stovada01",1973,"USA",NULL,"DaRond","Stovall",185,73,"B","L"
"stovage01",1877,"USA",1951,"George","Stovall",180,74,"R","R"
"stovaje01",1875,"USA",1955,"Jesse","Stovall",175,72,"L","R"
"stoveha01",1856,"USA",1937,"Harry","Stovey",175,71,"R","R"
"stovira01",1915,"USA",1998,"Ray","Stoviak",195,73,"L","L"
"stowech01",1974,"USA",NULL,"Chris","Stowers",195,75,"L","L"
"stoweha01",1937,"USA",NULL,"Hal","Stowe",170,72,"L","L"
"stpiema01",1980,"CAN",NULL,"Max","St. Pierre",175,72,"R","R"
"strahdi01",1923,"USA",1988,"Dick","Strahs",192,72,"L","R"
"strahma01",1991,"USA",NULL,"Matt","Strahm",185,75,"R","L"
"strahmi01",1947,"USA",2016,"Mike","Strahler",180,76,"R","R"
"straida01",1988,"USA",NULL,"Dan","Straily",220,74,"R","R"
"straijo01",1954,"USA",NULL,"Joe","Strain",169,70,"R","R"
"strakle01",1959,"Venezuela",NULL,"Les","Straker",193,73,"R","R"
"strambo01",1950,"USA",NULL,"Bob","Strampe",185,73,"B","R"
"stranal01",1906,"USA",1994,"Alan","Strange",162,69,"R","R"
"strando01",1964,"USA",NULL,"Doug","Strange",170,74,"B","R"
"stranla01",1885,"USA",1957,"Larry","Strands",165,70,"R","R"
"stranpa01",1893,"USA",1974,"Paul","Strand",190,72,"R","L"
"stranpa02",1980,"USA",NULL,"Pat","Strange",243,77,"R","R"
"stransa01",1876,"USA",1932,"Sammy","Strang",160,68,"B","R"
"strasst01",1988,"USA",NULL,"Stephen","Strasburg",235,76,"R","R"
"stratas01",1853,"USA",1925,"Asa","Stratton",NULL,NULL,NULL,NULL
"stratch01",1990,"USA",NULL,"Chris","Stratton",190,75,"R","R"
"strated01",1854,"USA",1900,"Ed","Stratton",NULL,NULL,NULL,NULL
"stratmo01",1912,"USA",1982,"Monty","Stratton",180,77,"R","R"
"stratsc01",1869,"USA",1939,"Scott","Stratton",180,72,"L","R"
"straujo01",1858,"USA",1929,"Joe","Straub",160,70,"R","R"
"straujo02",1858,"USA",1906,"Joe","Strauss",175,69,"R","R"
"straury01",1988,"USA",NULL,"Ryan","Strausborger",185,72,"R","R"
"strawda01",1962,"USA",NULL,"Darryl","Strawberry",190,78,"L","L"
"streega01",1882,"USA",1951,"Gabby","Street",180,71,"R","R"
"streehu01",1983,"USA",NULL,"Huston","Street",205,72,"R","R"
"streios01",1873,"USA",1935,"Oscar","Streit",190,77,"L","L"
"streled01",1905,"USA",1968,"Ed","Strelecki",180,71,"R","R"
"stremph01",1880,"USA",1947,"Phil","Stremmel",175,72,"R","R"
"streuwa01",1935,"USA",2017,"Walt","Streuli",195,74,"R","R"
"stricbi01",1908,"USA",2000,"Bill","Strickland",170,74,"R","R"
"striccu01",1859,"USA",1937,"Cub","Stricker",138,63,"R","R"
"stricel01",1876,"USA",1964,"Elmer","Stricklett",140,66,"R","R"
"stricge01",1926,"USA",2010,"George","Strickland",175,73,"R","R"
"strichu01",1988,"USA",NULL,"Hunter","Strickland",220,76,"R","R"
"stricji01",1946,"USA",NULL,"Jim","Strickland",175,72,"L","L"
"stricjo01",1858,"USA",1933,"Charles","Strick",NULL,NULL,NULL,NULL
"stricsc01",1976,"USA",NULL,"Scott","Strickland",180,71,"R","R"
"striege01",1856,"USA",1946,"George","Strief",172,67,"R","R"
"strikja01",1933,"USA",2013,"Jake","Striker",200,74,"L","L"
"strikjo01",1865,"USA",NULL,"John","Strike",NULL,NULL,NULL,NULL
"strinlo01",1917,"USA",2008,"Lou","Stringer",173,71,"R","R"
"strinni01",1915,"USA",2011,"Nick","Strincevich",180,73,"R","R"
"stripjo01",1903,"USA",1989,"Joe","Stripp",175,71,"R","R"
"stripro01",1989,"USA",NULL,"Ross","Stripling",210,75,"R","R"
"stritma01",1969,"USA",NULL,"Mark","Strittmatter",200,73,"R","R"
"strobal01",1884,"USA",1955,"Allie","Strobel",160,72,"R","R"
"strohjo01",1946,"USA",NULL,"John","Strohmayer",181,73,"R","R"
"strombr01",1948,"USA",NULL,"Brent","Strom",189,75,"R","L"
"stromfl01",1916,"USA",1993,"Floyd","Stromme",170,71,"R","R"
"stromma01",1991,"USA",NULL,"Marcus","Stroman",180,68,"R","R"
"stronja01",1978,"USA",NULL,"Jamal","Strong",180,70,"R","R"
"stronji01",1901,"USA",1975,"Jim","Stroner",175,70,"R","R"
"stronjo01",1962,"USA",NULL,"Joe","Strong",200,72,"B","R"
"stroppe01",1985,"D.R.",NULL,"Pedro","Strop",220,73,"R","R"
"stroued01",1939,"USA",2012,"Ed","Stroud",180,71,"L","R"
"strousa01",1885,"USA",1970,"Sailor","Stroud",160,72,"R","R"
"stroust01",1952,"USA",NULL,"Steve","Stroughter",190,74,"L","L"
"strunam01",1889,"USA",1979,"Amos","Strunk",175,71,"L","L"
"strusst01",1909,"USA",1985,"Steamboat","Struss",163,71,"R","R"
"struval01",1860,"USA",1929,"Al","Strueve",NULL,NULL,NULL,NULL
